0.10356581,-0.21954335,-0.063033044,0.32923698,0.09680867,0.42496598,-0.09790751,0.39499992,-0.02404648,0.34981668,0.18341649,0.3390786
-0.3426204,-0.38417014,-0.49622855,-0.59268385,-0.43163133,-0.7481489,-1.5302402,-1.6717746,-0.337453,-0.9304642,-12.235224,0.39437756
3.4373276,0.14982863,0.20107388,3.2790437,3.2049055,-0.07882803,-0.34999028,1.3330584,0.1252231,1.6256291,0.3329068,3.4864337
2.648617,2.0361292,2.021254,2.2505534,2.2775915,-0.21910892,1.4381286,0.605559,-0.055222064,-1.3576348,1.3056372,2.362069
-0.47523937,0.5300909,-0.18983649,-0.8503939,-0.6688096,-6.274221,0.32641762,0.95835847,-0.41002586,1.9903238,-13.155063,-0.12420713
-0.39029774,0.0764322,-0.27379474,0.17111763,-0.400626,-0.2932819,-0.4081301,-0.050352354,-0.36827448,-0.3024441,-0.35811839,0.082300186
0.09094554,0.2690867,0.15679768,0.32688734,0.50055885,0.33609772,0.0419752,-0.19662648,-0.36810732,0.068417296,0.13355593,-0.26508456
0.0061882287,-0.11041358,-0.33793595,-0.32284096,-0.28052214,-0.25879592,-0.11214306,0.45621377,0.2717994,-0.30534136,-0.19893762,-0.40606675
2.5228925,0.10242945,0.24202096,1.5714107,1.8715476,0.3592173,-0.33804443,-2.6827137,-0.12170705,-0.61350816,0.3363024,2.5328286
-0.24895287,0.60634434,-3.1902816,-0.6576775,-0.9864316,0.94232666,1.2508403,-1.6570725,0.35870156,-5.712133,-1.5619072,-0.2034013
-0.5019834,0.87325615,0.4875749,-0.44687316,-0.8092241,0.6200141,-2.1796198,0.7369239,-0.21676967,1.8853759,-0.6964346,-0.07883281
1.1493264,1.0310483,0.87598455,0.2418929,0.72024876,1.6012304,-2.1542053,2.3768594,-0.29946426,1.2476764,-1.9590966,0.9724165
0.5780005,-0.054615725,0.47983694,0.13066477,0.026756292,-0.04877702,-3.5689888,-0.6079018,0.33496758,0.4925212,-2.7564495,0.9354341
0.96951973,-0.8071214,-2.093416,0.15540758,0.20480268,-9.295936,3.8569791,-1.1527712,0.13280106,-1.2271957,-14.108786,0.53148466
2.8702667,1.2711214,1.733785,3.0402074,2.5170317,0.20910859,1.3504941,1.0166228,-0.4238674,1.6618855,1.4935155,2.9796722
-0.015537362,0.021467244,0.22340605,0.118537374,0.37385932,0.42261186,0.26527053,0.3955418,-0.40249857,-0.29421866,-0.2870408,-0.37413725
0.70264214,-6.9263053,-7.69658,0.5441116,0.39004412,0.33129954,-6.220205,1.4460475,-0.3806597,-0.5096958,-1.2384574,0.8174828
-0.18693669,-0.52559483,0.08335258,0.051174432,-0.06724934,-12.258789,0.36434022,-2.831593,-0.20427941,-2.411092,0.58695847,0.3296159
