-0.034947097,0.06687623,0.5021569,-0.44878376,0.3345309,-0.06710012,-0.4235236,-0.29340118,0.7463285,0.06618693,0.4684642,0.95108277,1.0056525,0.06116413,-0.11429787,0.19174382,0.1798327,-0.2759292
-0.3944923,0.21517876,0.35910496,-0.7739654,-1.2689637,-0.030308671,-0.34401724,0.2642737,-5.052981,4.6333613,-0.42333654,-2.7568572,-0.46994328,0.70495427,-0.48588854,0.33349162,1.2267623,1.4279151
0.043522507,-0.33161363,0.116467774,0.28113872,1.2101095,-0.02534172,-0.02282811,0.0610847,-1.4281675,0.04882045,1.2396218,-0.8986876,1.9778422,0.94855165,0.061784063,-0.070045374,0.5218675,0.591788
0.115837574,0.57514256,-0.98479193,0.44389546,1.7454685,-0.32743782,0.20502232,-0.51235026,-6.4325976,0.1262258,0.3258385,-1.1795135,1.5997711,0.7485253,0.61762285,-0.31141573,-1.1667206,2.0639439
-0.086711645,-0.22667323,0.5620465,0.77602834,1.1086637,-0.28938222,-0.075561754,-0.6004235,-0.40682754,0.44145378,0.9275374,-1.6423635,0.68669623,0.47495988,0.14199206,-0.27296403,0.5070913,0.3254561
-0.056919634,0.1421929,0.054265745,-0.9655269,0.6898195,0.049684122,-0.21356995,-0.2157897,-0.5216717,-0.7973433,0.19163008,0.5646116,1.2436336,1.64586,-0.56381583,-0.07629917,-0.4693897,0.409794
-0.12802437,-0.589107,-0.7021594,1.8502727,0.34060028,0.26267308,0.19692166,-0.42662516,-1.4494759,0.9112456,-0.16987452,-0.6167891,1.7061884,-0.50805753,0.35611752,-0.08519536,0.09610325,-0.0959005
-0.32653165,0.708368,0.5235244,-0.23751728,0.04365902,-0.2813454,-0.47058904,-0.44289854,0.72397816,0.0032012188,0.802971,0.90530455,0.23193112,0.029678838,-0.24071845,-0.1876984,0.4901488,-0.5787236
-0.10459849,-0.42004725,-1.258259,0.32848123,-1.7058429,-0.21504515,0.0447951,-0.5140491,-1.8332889,1.2404517,1.4181563,2.7943761,-1.9937617,0.27949533,0.13063437,-0.42427087,0.17520139,1.9338093
0.21813637,2.5192964,1.124894,2.734012,-7.107894,0.037234206,0.23063298,0.27178967,0.039364785,-0.3305288,4.09961,-0.30756408,-0.3760759,1.9330127,0.19179559,0.2289704,0.10769504,-0.599636
-0.04257524,0.0010691927,1.3364958,-5.3261523,-1.3912249,-0.23929313,0.11234835,-0.14523481,1.6562419,-0.6379804,-1.3790344,-0.21187353,-1.4882706,-2.7096608,-0.9518461,-0.06932981,0.46878028,-0.3159728
-0.115493596,-2.6869335,-0.6592438,-0.44891068,0.47905034,-0.41982234,-0.20213717,-0.19606654,-3.9616659,-23.400927,-2.2725894,1.3773038,-1.2193497,-1.5228019,-0.0007121343,-0.08228259,0.60379314,-3.091782
0.026527882,-0.6586283,-7.8975077,3.297389,-0.60022783,-0.26782075,-0.4074822,0.26948184,-0.9961917,-0.15924408,-0.52255553,0.46062174,-0.68353367,-1.994992,3.6969516,0.19421723,-2.659726,-0.90472853
-0.26052842,0.3376769,2.3112135,-1.880767,-0.77500623,0.16769955,0.27198693,0.18970981,1.82042,-1.4268181,1.3901712,1.9013501,1.5819659,-3.125294,-2.1519141,-0.25361228,3.6775813,-1.0929896
0.100135624,3.8266597,-2.8784971,-2.4328897,3.8184283,-0.2745674,-0.15920755,-0.30460614,-0.24859983,6.3398294,-2.4658988,-4.609587,1.3380007,-0.9438794,-1.4547406,-0.24745232,-1.14116,3.6203678
0.3046217,0.37566873,0.06533081,0.25901356,-0.3285026,0.18976194,0.2971547,-0.32712996,-0.3873794,-0.27857292,0.014420941,-0.050768927,-0.120611064,-0.3262923,0.24064882,0.21369882,0.00797535,0.026243806
-0.28704727,-1.3128693,-0.22664689,1.6553845,-1.2368783,-0.30214727,-0.27626142,-0.19557598,-0.23722278,-0.5509631,0.40622705,2.570943,-0.2513168,-1.9517,1.4316672,0.05443626,-0.59837514,6.2378087
-0.38140222,0.5259423,-0.34027335,-0.65845954,-0.9314094,-0.37241113,-0.12823126,0.016721895,0.8076448,-0.78396773,-1.9725709,1.6487712,-2.085602,-0.25894424,-0.80056655,0.19023319,-0.5147986,-0.061079036
