0.15871535,0.5364095,0.113413304,-2.9040205,-0.4283305,0.80116034,0.4211022,-3.8645988,-1.0058024,1.6229517,-0.07198407,2.927965,-0.6714471,-1.5963516,-1.5148315,-0.6730602,1.2826786
-0.02773995,-0.30129293,0.08033433,-0.06940671,-0.39645633,-0.97528476,-0.07203029,-0.107933246,-0.5837886,0.23760001,0.1295415,-0.6244329,0.4681024,-0.4786939,-0.2236766,0.18710332,-0.6800662
-0.15387362,0.52902305,2.001507,0.25542673,-9.134122,1.3898401,1.7377937,-2.5617383,3.2948148,-1.6109773,0.014080587,0.55722594,-1.6307565,0.338038,-0.46541557,0.60928535,1.9038663
-0.3146162,-0.8699804,-1.4193681,0.26069447,-1.5547075,-0.99464726,-2.3131378,-0.9717987,0.15243778,-2.0847619,-2.446084,-0.47157553,-0.55560774,0.09961712,-0.027865356,-0.8390266,0.06305773
-0.7804058,-0.6820892,0.21001087,-0.5034164,-1.6324371,0.24506064,-0.31407496,-2.1888766,-1.7569135,-0.3444007,0.23982522,1.1243838,-2.2365446,-1.9355023,-0.046924174,0.80561143,1.0048277
-0.26484272,1.5448211,3.9455867,2.4184272,-6.793987,-0.20593634,1.5059597,0.8856883,0.12172949,-1.1100452,-1.6120663,2.4593954,6.025803,-1.7157946,0.16787647,-19.496698,-2.3848922
0.18902726,1.2896148,-0.6658777,-2.6782336,-2.9390523,0.13901363,1.581482,-1.3501697,-3.4619052,-1.2067949,-2.2110236,1.2464296,2.01547,-1.1426834,0.055157617,-1.7255431,0.9244732
-0.030205658,-1.1476734,1.0329376,0.97541463,1.2011248,0.07893286,0.27352074,-3.4583097,-0.17593092,1.2499737,-0.6577923,-2.5437043,-3.6821394,-8.257444,-0.9842918,-4.5154757,-0.6117571
-0.3529967,1.0259777,-4.4222374,-1.6171111,1.184855,1.0495347,1.1754078,0.99431735,-0.9914864,1.1206677,0.98054236,-11.583526,1.5889509,0.062388595,0.119874634,0.22608438,0.75799716
-0.17018755,1.4394248,-0.21547243,0.714966,-6.248728,0.14019361,-0.45095,-3.597623,1.587631,2.3866143,1.510638,0.15719892,2.2582812,-1.2317982,-0.8430934,-1.9051265,-0.37829763
0.020076044,1.3024491,-0.60450715,-1.4794546,1.9755934,-0.33757597,-0.6342635,-0.52073324,0.35341954,1.6963799,1.2495552,0.25405213,0.62681645,-0.6721597,-1.1073027,0.9647259,-1.4118823
-0.54251564,0.33963534,0.78196895,1.6456797,0.060872294,2.5098345,-2.356603,1.647133,0.041002803,-0.9757607,0.83960795,-2.3107748,-0.13547692,1.259088,-0.33084688,1.1013713,0.6126888
-0.41470206,-0.24882606,1.735451,0.70702606,1.5034839,1.4563702,-2.576771,1.2349393,0.65981704,0.82343566,0.17191787,-0.4245116,0.37509924,1.5380162,0.009632027,2.1806915,-0.55187064
-0.3641268,-5.764925,-0.6707372,-2.3556404,3.3135087,-0.19100656,1.5191318,-8.9211445,-2.7088459,-9.245723,3.5964978,-0.014590068,1.1408795,-0.45157254,-2.3485384,0.39346766,-1.4197829
0.039287943,-3.427333,-1.1034737,-2.340996,0.9611463,-0.50316626,-5.4348187,0.96141714,-2.1049466,-2.0009043,-0.32953483,-3.9829407,-2.2328134,-0.35628614,-0.03269872,-6.1168866,-0.46755445
