0.1795316,-0.500566,-0.011306047,0.11312613,-0.31412354,-0.1883761,-0.30439413,-0.6536513,0.07748977,-0.44037133,0.34446204,-0.38419142,-0.04224189,-0.6175894,-0.29535598
-1.3698088,-1.4768121,-1.2298086,-0.7753951,1.2639835,-2.0113065,2.558116,-1.3214034,1.2625505,0.49999008,-1.6644244,1.1025933,-0.42591503,-11.602853,-0.008798894
0.50222987,0.8576619,0.6811343,-4.122476,-2.7243757,-5.7215385,0.8565759,0.07198617,-0.97024655,-1.6461041,-1.1448934,-1.2514621,-0.4682926,-17.774162,-0.030927876
-0.98123175,1.5082653,-1.0502808,-0.80730814,-2.2998564,0.2319326,-0.28164822,-0.53078246,-1.9356588,-1.2336845,2.1731963,2.1612864,1.315061,3.631153,-0.23542075
2.1437807,0.5018114,1.8404799,-1.429292,-3.3624148,-2.5977526,-4.24255,-0.016658006,-5.5228434,-0.45749706,0.8287454,0.761121,0.4787675,-0.42173395,0.16081876
-0.70576787,-2.595434,-0.07939862,0.2277776,-1.0753546,0.44209743,-1.1444011,-0.0043833666,-0.12497726,0.88820356,-0.010015391,-0.18485397,1.6203603,-2.5617845,-0.27754548
-1.6965197,-0.86950624,-0.62852794,-0.9800721,4.0741973,-3.6240404,-3.8768203,-0.45928603,3.6293526,-5.728223,1.8330886,-2.413849,-0.117306255,2.4278612,-0.25205904
0.26523823,0.9212197,-2.3794365,-5.7303953,-0.9484739,0.020986333,-2.5084286,0.16696192,1.510303,-0.6837033,-2.771594,-1.5318971,-1.2798836,-1.0750242,0.21024708
0.28675994,-1.0480728,-0.75879884,-0.09475772,-0.4036224,-8.514033,-4.161506,-0.8851336,0.9445913,-1.1286004,-0.6106912,-1.5454904,-0.6527559,-2.5991127,-0.24957223
-11.422468,-3.222231,0.95345527,-0.30007914,1.9308032,3.063604,-7.953189,-1.1346117,-0.5978271,-6.312984,1.6131037,1.3435225,0.4835826,-3.264286,-0.51159877
-2.555822,1.1436666,-3.3435888,-0.28142127,-0.28072232,0.9697394,2.1439452,0.09846862,-1.4192246,-0.734387,0.091756344,-0.31677353,0.48401582,-0.36722675,-0.44160825
5.734428,6.980072,5.4295983,1.389265,3.9830093,-0.045338035,6.3904657,0.09860817,-3.5385294,-0.4274771,1.4767013,3.9712367,3.0853355,2.6702046,-0.54568124
1.9534236,1.6665742,4.077605,3.0071797,1.9454954,-0.7191294,1.8376666,-2.0479102,-3.254597,-2.0512547,4.141785,-0.43517533,2.104116,0.25861436,-0.45400617
-2.6673057,3.0592687,3.0187845,0.879169,1.8713262,0.29042867,2.6602006,-0.8925845,0.14364977,0.17487825,2.9725707,-2.258143,1.797798,0.15076075,0.07432825
0.29300657,-0.57631034,0.02316618,0.29055905,0.26037383,-1.4898393,-1.0577846,-0.782064,-0.2910554,-3.14202,0.058047242,-0.26946944,0.27144456,-0.19087051,-0.40703523
-3.33666,-0.08119739,0.5493725,-1.1202043,0.6288344,0.19973975,-1.025515,-0.31837502,1.2300495,1.8118252,-1.9589101,-4.915899,-1.4017918,-1.1860981,-0.57622904
0.74086666,-0.66170603,-0.7766181,-1.5751684,0.2528351,-1.8273723,-2.0668163,-0.7541005,-1.0663798,-0.69766617,1.0382864,0.1913474,0.5697731,-9.323972,-0.3154228
