0.110393375,0.6288767,-3.344779,-0.46971583,1.2451584,-0.5174123,-1.6278249,1.5866956,0.61778855,-1.1114469,-1.6989896,-0.21527877,-0.014026121,0.78167033,2.7249556
1.4319636,-0.59791905,2.138872,-0.8660727,-0.16972108,0.20730647,3.072051,-2.2341926,1.3498548,0.6874877,-0.6001135,2.8199794,-1.0829234,-2.0320067,1.416753
0.012994226,-0.23281375,0.8964636,-0.5759559,-2.591966,0.3498693,1.1814206,0.69414437,-0.43517393,-0.9011684,0.894084,2.2873843,0.11964737,-0.9248758,-0.6412971
-0.106189206,-0.25526533,0.67376125,3.3622792,-1.1017869,-4.7534156,0.60628074,1.6114931,-0.013625728,-0.82799643,-0.026977587,0.7707164,0.45813498,1.2986481,-0.14563493
0.41890168,-1.3844848,-0.23351926,0.018443702,-1.158476,0.1885809,-1.2008685,-0.07294455,-0.094096966,0.77394724,-0.7238891,-0.417963,2.9418917,1.0406775,-0.3914825
-0.0046503264,-0.15474693,0.81916344,-2.7893894,-0.46071538,0.15111491,0.24702002,-1.004414,-0.1536756,-0.23218773,-0.3260556,0.83707196,0.0712148,0.29608336,-0.7104579
0.14402705,-0.5547006,1.6304133,-2.5540407,2.852337,-2.3168824,1.9498103,-2.4846106,0.114263326,-1.4018596,0.40867966,-0.45056576,0.060667768,-1.8490938,-0.7301247
-3.4355564,-1.6045706,-0.4357806,-0.4342306,-1.1609737,0.042638175,-1.321221,0.13299604,3.4501143,-0.114694394,-0.45415354,-0.36127046,-0.13960558,1.0755514,-0.499391
0.48217762,0.036573775,0.8083613,-1.6249368,-1.2923331,-0.062592134,-1.8603923,0.18780288,0.5351165,1.1134074,-1.3002884,-4.410894,-1.0893954,1.2102908,-2.2445197
-0.28774792,0.23586564,1.109306,-1.1850426,-4.0637016,0.28892246,-1.566457,-1.7282917,-0.6737873,-0.20405935,0.408954,-0.0075572357,0.012811239,-0.5836071,-2.4992034
0.20616625,1.1654731,0.4352269,-0.3996151,0.698416,-0.037809264,0.69026834,0.102712706,0.3006374,0.43215576,0.08457848,0.071294114,-0.05079047,-0.7820035,0.012207752
-1.2669228,-0.49198645,0.7094965,0.13851501,0.3239167,-0.41920942,0.9498344,0.65955126,-0.10255902,1.729612,-1.5537499,-0.89480186,0.66629165,0.15303542,-0.56222564
