0.3949643,2.2375364,-0.35589993,0.33819875,0.69079757,-0.8053191,-1.5193481,-0.014830872,-0.598064,-0.28443074,-1.0822057,1.0829921
-0.3543723,0.6658589,0.7145754,-0.511974,-0.3285295,-0.2316581,1.1040976,2.178865,-0.5784457,-0.21040758,-2.1587145,1.0541106
-0.15689513,0.16151637,-0.9075174,-0.1246839,-0.87571335,-0.5088885,1.6561854,0.40521252,-0.13025203,0.5569194,-1.0341986,-0.5143958
-1.3164113,0.2565531,-0.089656085,-0.05670625,-1.3681266,0.11505766,0.5278138,-0.32756907,0.09599154,0.14212771,0.008306038,-1.0587584
0.6259429,0.035554506,-0.12105334,0.7135864,-1.8938147,0.6245368,-0.3336648,-0.42353028,0.22461532,0.6720151,0.32811135,-3.6452725
1.5074867,0.010699801,2.0671408,-1.7131855,-2.2346077,0.13470107,-0.7000004,-1.0741762,0.90330255,-2.1894133,-0.6442131,0.20479837
-0.39725482,-0.1383095,-0.9955486,0.2504662,-0.8816809,-0.19906531,0.619489,-0.6403782,-0.3847882,-0.336961,-0.41173327,-0.5604446
1.3914224,0.11965324,0.7550057,0.08468644,-1.8587092,0.1588939,-0.7658509,-0.82775176,-0.024120182,0.078479335,0.18191785,0.12038563
0.9632435,0.8270828,0.59011537,-0.7667769,-0.059382796,0.112275414,-0.5110165,0.41971287,-0.24096645,-1.7018536,-0.9869234,4.4226036
0.79439586,-0.8288069,1.7397008,-1.6177917,2.0072255,0.43818587,-0.42080477,-0.24117756,0.38683867,-1.1599225,2.566745,0.27063325
-0.9691625,-0.78196126,-1.2968978,1.4535575,-0.6098873,-0.45961505,1.2340815,-0.48479024,0.066474766,0.3911736,1.1643692,-1.5301714
0.025261514,-0.44329306,0.32331693,0.91274,0.41830844,-1.7156141,0.7168531,-0.8615444,0.86571956,-0.4646352,0.7071259,-0.06878094
0.43481657,-1.2179198,-0.39597338,0.054276895,-0.5149411,0.76156825,-0.41496935,0.21466905,0.6655133,0.33180425,-1.484297,-0.115451604
1.0502907,0.8851959,-0.9033555,-0.09543377,-0.4558359,0.63430727,-0.32532638,0.69331145,1.2711278,0.81833893,0.07341752,-0.20817742
-0.78216404,-0.27853668,-1.8589305,-1.2235153,-0.7051324,-0.36919516,0.81114817,2.4368572,0.27258876,-1.6686324,-0.2085069,2.6194417
